Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value
2010,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Male,1234.0
2010,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,664.0
2010,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,10968.0
2010,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,9792.0
2010,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,9699.0
2010,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,37789.0
2010,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,1053.0
2010,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,15715.0
2010,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,3848.0
2010,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,143.0
2010,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Male,1154.0
2010,All codes,All deaths,All deaths,Attributable number,Male,48000.0
2010,C00-D48,All cancers,All cancers,Attributable number,Male,23400.0
2010,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,11600.0
2010,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,12300.0
2010,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,600.0
2010,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,13700.0
2010,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,900.0
2010,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,400.0
2010,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,2900.0
2010,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,2778.0
2010,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,1200.0
2010,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,700.0
2010,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,600.0
2010,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,700.0
2010,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2000.0
2010,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,300.0
2010,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,600.0
2010,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,8700.0
2010,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,2400.0
2010,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,1700.0
2010,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,6000.0
2010,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,200.0
2010,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,1900.0
2010,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,2400.0
2010,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,0.0
2010,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,600.0
2010,All codes,All deaths,All deaths,Number of observed deaths,Female,234782.0
2010,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Female,124549.0
2010,C00-D48,All cancers,All cancers,Number of observed deaths,Female,62305.0
2010,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Female,33181.0
2010,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Female,75118.0
2010,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Female,12468.0
2010,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Female,12308.0
2010,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Female,611.0
2010,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Female,121.0
2010,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Female,2019.0
2010,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Female,699.0
2010,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Female,1334.0
2010,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Female,1323.0
2010,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Female,1522.0
2010,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Female,3374.0
2010,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Female,4342.0
2010,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Female,1034.0
2010,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,466.0
2010,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,10248.0
2010,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,13773.0
2010,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,13894.0
2010,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,27339.0
2010,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,1458.0
2010,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,24659.0
2010,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,2608.0
2010,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,231.0
2010,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Female,1186.0
2010,All codes,All deaths,All deaths,Attributable number,Female,32300.0
2010,C00-D48,All cancers,All cancers,Attributable number,Female,13500.0
2010,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,10500.0
2010,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,7800.0
2010,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,600.0
2010,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,9100.0
2010,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,300.0
2010,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,100.0
2010,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,1200.0
2010,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,100.0
2010,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,400.0
2010,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,100.0
2010,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,200.0
2010,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,900.0
2010,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,1000.0
2010,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,100.0
2010,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,400.0
2010,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,8000.0
2010,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,2100.0
2010,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,1500.0
2010,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,3100.0
2010,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,300.0
2010,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,1400.0
2010,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1500.0
2010,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,0.0
2010,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,600.0
2009,All codes,All deaths,All deaths,Number of observed deaths,Unknown,448230.0
2009,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Unknown,255801.0
2009,C00-D48,All cancers,All cancers,Number of observed deaths,Unknown,130316.0
2009,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Unknown,62802.0
2009,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Unknown,148332.0
2009,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Unknown,23150.0
2009,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Unknown,28043.0
2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Unknown,1783.0
2009,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Unknown,611.0
2009,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Unknown,6214.0
2009,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Unknown,729.0
2009,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Unknown,4207.0
2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Unknown,3098.0
2009,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Unknown,4027.0
2009,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Unknown,6686.0
2009,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Unknown,8410.0
2009,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Unknown,2230.0
2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Unknown,1191.0
2009,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Unknown,20585.0
2009,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Unknown,24975.0
2009,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,23397.0
2009,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,66974.0
2009,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,2593.0
2009,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,40541.0
2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,6549.0
2009,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Unknown,418.0
2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Unknown,2540.0
2009,All codes,All deaths,All deaths,Attributable number,Unknown,82000.0
2009,C00-D48,All cancers,All cancers,Attributable number,Unknown,37700.0
2009,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Unknown,22100.0
2009,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Unknown,20900.0
2009,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Unknown,1300.0
2009,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Unknown,23100.0
